"region","freq_band","pval_type","pval","experiment","data_type","pval_fdr_adjusted","fdr_significant"
"Acc_x_LPBN",1,"els_par_pval",0.447131206173972,"ELS","coherence",0.507126026242885,FALSE
"Acc_x_LPBN",1,"els_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"Acc_x_LPBN",1,"els_cgrp_intn_par_pval",0.014587711631055,"ELS","coherence",0.0188337026245321,TRUE
"Acc_x_LPBN",1,"els_cgrp_intn_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"Acc_x_LPBN",2,"els_par_pval",0.78689729329416,"ELS","coherence",0.833404225521947,FALSE
"Acc_x_LPBN",2,"els_spval",0.0140788920267411,"ELS","coherence",0.0182556979102171,TRUE
"Acc_x_LPBN",2,"els_cgrp_intn_par_pval",0.604819219793559,"ELS","coherence",0.669062704622913,FALSE
"Acc_x_LPBN",2,"els_cgrp_intn_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"Acc_x_LPBN",3,"els_par_pval",0.619774728577974,"ELS","coherence",0.682209037845043,FALSE
"Acc_x_LPBN",3,"els_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"Acc_x_LPBN",3,"els_cgrp_intn_par_pval",0.264149727541974,"ELS","coherence",0.310194175462135,FALSE
"Acc_x_LPBN",3,"els_cgrp_intn_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"Acc_x_LPBN",4,"els_par_pval",0.11107973429452,"ELS","coherence",0.135966450721161,FALSE
"Acc_x_LPBN",4,"els_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"Acc_x_LPBN",4,"els_cgrp_intn_par_pval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"Acc_x_LPBN",4,"els_cgrp_intn_spval",0.01411593333946,"ELS","coherence",0.0182772778499366,TRUE
"Acc_x_MD_thal",1,"els_par_pval",0.279921549690324,"ELS","coherence",0.327000923758188,FALSE
"Acc_x_MD_thal",1,"els_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"Acc_x_MD_thal",1,"els_cgrp_intn_par_pval",3.80794335921216e-15,"ELS","coherence",7.00599024610697e-15,TRUE
"Acc_x_MD_thal",1,"els_cgrp_intn_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"Acc_x_MD_thal",2,"els_par_pval",0.801765652786648,"ELS","coherence",0.845446212242471,FALSE
"Acc_x_MD_thal",2,"els_spval",0.415399492537761,"ELS","coherence",0.474742277186013,FALSE
"Acc_x_MD_thal",2,"els_cgrp_intn_par_pval",6.68749137349986e-13,"ELS","coherence",1.19839845413117e-12,TRUE
"Acc_x_MD_thal",2,"els_cgrp_intn_spval",3.40614612737156e-07,"ELS","coherence",5.67268946119873e-07,TRUE
"Acc_x_MD_thal",3,"els_par_pval",0.493067198249863,"ELS","coherence",0.555010313607886,FALSE
"Acc_x_MD_thal",3,"els_spval",0.000964410963632312,"ELS","coherence",0.00133407209553581,TRUE
"Acc_x_MD_thal",3,"els_cgrp_intn_par_pval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"Acc_x_MD_thal",3,"els_cgrp_intn_spval",1.77861905203969e-07,"ELS","coherence",2.97321393773799e-07,TRUE
"Acc_x_MD_thal",4,"els_par_pval",0.329357386749198,"ELS","coherence",0.38083393381768,FALSE
"Acc_x_MD_thal",4,"els_spval",0.294276428592,"ELS","coherence",0.342430753270691,FALSE
"Acc_x_MD_thal",4,"els_cgrp_intn_par_pval",8.06257293612773e-12,"ELS","coherence",1.43334629975604e-11,TRUE
"Acc_x_MD_thal",4,"els_cgrp_intn_spval",0.0457940759557239,"ELS","coherence",0.0572266276936243,FALSE
"Acc_x_Po",1,"els_par_pval",0.504369562457009,"ELS","coherence",0.56518449618032,FALSE
"Acc_x_Po",1,"els_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"Acc_x_Po",1,"els_cgrp_intn_par_pval",3.47755794675631e-05,"ELS","coherence",5.15023457899777e-05,TRUE
"Acc_x_Po",1,"els_cgrp_intn_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"Acc_x_Po",2,"els_par_pval",0.260585285031096,"ELS","coherence",0.306409993947325,FALSE
"Acc_x_Po",2,"els_spval",1.59962076449749e-05,"ELS","coherence",2.42925458472839e-05,TRUE
"Acc_x_Po",2,"els_cgrp_intn_par_pval",0.504629014446714,"ELS","coherence",0.56518449618032,FALSE
"Acc_x_Po",2,"els_cgrp_intn_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"Acc_x_Po",3,"els_par_pval",0.309763200827128,"ELS","coherence",0.35998421263438,FALSE
"Acc_x_Po",3,"els_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"Acc_x_Po",3,"els_cgrp_intn_par_pval",0.266833666496985,"ELS","coherence",0.312935818300129,FALSE
"Acc_x_Po",3,"els_cgrp_intn_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"Acc_x_Po",4,"els_par_pval",0.484075522716881,"ELS","coherence",0.546950401455644,FALSE
"Acc_x_Po",4,"els_spval",0.160898384756656,"ELS","coherence",0.192476572419177,FALSE
"Acc_x_Po",4,"els_cgrp_intn_par_pval",7.68083320152649e-09,"ELS","coherence",1.31336384514651e-08,TRUE
"Acc_x_Po",4,"els_cgrp_intn_spval",0.0056387564377916,"ELS","coherence",0.00747385468677703,TRUE
"Acc_x_RPBN",1,"els_par_pval",0.44684944414846,"ELS","coherence",0.507126026242885,FALSE
"Acc_x_RPBN",1,"els_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"Acc_x_RPBN",1,"els_cgrp_intn_par_pval",0.00238931605742379,"ELS","coherence",0.00321928900368679,TRUE
"Acc_x_RPBN",1,"els_cgrp_intn_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"Acc_x_RPBN",2,"els_par_pval",0.618808662202206,"ELS","coherence",0.68198347027451,FALSE
"Acc_x_RPBN",2,"els_spval",0.000439208829338567,"ELS","coherence",0.000618759608627918,TRUE
"Acc_x_RPBN",2,"els_cgrp_intn_par_pval",3.54078704323422e-11,"ELS","coherence",6.25748558330939e-11,TRUE
"Acc_x_RPBN",2,"els_cgrp_intn_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"Acc_x_RPBN",3,"els_par_pval",0.518916510437151,"ELS","coherence",0.580460915545178,FALSE
"Acc_x_RPBN",3,"els_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"Acc_x_RPBN",3,"els_cgrp_intn_par_pval",0.051606145509542,"ELS","coherence",0.0643103009409591,FALSE
"Acc_x_RPBN",3,"els_cgrp_intn_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"Acc_x_RPBN",4,"els_par_pval",0.115059762581204,"ELS","coherence",0.140454424077328,FALSE
"Acc_x_RPBN",4,"els_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"Acc_x_RPBN",4,"els_cgrp_intn_par_pval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"Acc_x_RPBN",4,"els_cgrp_intn_spval",0.135875111156552,"ELS","coherence",0.164422017831814,FALSE
"Acc_x_VPM",1,"els_par_pval",0.694532439413778,"ELS","coherence",0.750664735482201,FALSE
"Acc_x_VPM",1,"els_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"Acc_x_VPM",1,"els_cgrp_intn_par_pval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"Acc_x_VPM",1,"els_cgrp_intn_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"Acc_x_VPM",2,"els_par_pval",0.644402717545763,"ELS","coherence",0.702414641023119,FALSE
"Acc_x_VPM",2,"els_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"Acc_x_VPM",2,"els_cgrp_intn_par_pval",5.73477172914937e-15,"ELS","coherence",1.05294169453234e-14,TRUE
"Acc_x_VPM",2,"els_cgrp_intn_spval",4.32494068312028e-05,"ELS","coherence",6.36313111999306e-05,TRUE
"Acc_x_VPM",3,"els_par_pval",0.66981240607006,"ELS","coherence",0.727456867683362,FALSE
"Acc_x_VPM",3,"els_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"Acc_x_VPM",3,"els_cgrp_intn_par_pval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"Acc_x_VPM",3,"els_cgrp_intn_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"Acc_x_VPM",4,"els_par_pval",0.826710408439342,"ELS","coherence",0.866353831534094,FALSE
"Acc_x_VPM",4,"els_spval",0.00034335773629246,"ELS","coherence",0.000486785651452602,TRUE
"Acc_x_VPM",4,"els_cgrp_intn_par_pval",0.0554537044757286,"ELS","coherence",0.0689133414844006,FALSE
"Acc_x_VPM",4,"els_cgrp_intn_spval",0.0113500507576167,"ELS","coherence",0.014824556091581,TRUE
"AMY_x_LPBN",1,"els_par_pval",0.999437531782993,"ELS","coherence",0.999437531782993,FALSE
"AMY_x_LPBN",1,"els_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"AMY_x_LPBN",1,"els_cgrp_intn_par_pval",0.392288917044856,"ELS","coherence",0.451207791620271,FALSE
"AMY_x_LPBN",1,"els_cgrp_intn_spval",2.17620461136492e-05,"ELS","coherence",3.28262513768177e-05,TRUE
"AMY_x_LPBN",2,"els_par_pval",0.977667549939093,"ELS","coherence",0.995443323574349,FALSE
"AMY_x_LPBN",2,"els_spval",8.15867574283091e-06,"ELS","coherence",1.26473589369836e-05,TRUE
"AMY_x_LPBN",2,"els_cgrp_intn_par_pval",0.148846338249083,"ELS","coherence",0.179015193384132,FALSE
"AMY_x_LPBN",2,"els_cgrp_intn_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"AMY_x_LPBN",3,"els_par_pval",0.985726512557718,"ELS","coherence",0.999437531782993,FALSE
"AMY_x_LPBN",3,"els_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"AMY_x_LPBN",3,"els_cgrp_intn_par_pval",0.20944870962573,"ELS","coherence",0.247254339689926,FALSE
"AMY_x_LPBN",3,"els_cgrp_intn_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"AMY_x_LPBN",4,"els_par_pval",0.861331883768186,"ELS","coherence",0.894144275319869,FALSE
"AMY_x_LPBN",4,"els_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"AMY_x_LPBN",4,"els_cgrp_intn_par_pval",0.185638578854594,"ELS","coherence",0.220603650863743,FALSE
"AMY_x_LPBN",4,"els_cgrp_intn_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"AMY_x_MD_thal",1,"els_par_pval",0.994329962955606,"ELS","coherence",0.999437531782993,FALSE
"AMY_x_MD_thal",1,"els_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"AMY_x_MD_thal",1,"els_cgrp_intn_par_pval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"AMY_x_MD_thal",1,"els_cgrp_intn_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"AMY_x_MD_thal",2,"els_par_pval",0.997208064631019,"ELS","coherence",0.999437531782993,FALSE
"AMY_x_MD_thal",2,"els_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"AMY_x_MD_thal",2,"els_cgrp_intn_par_pval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"AMY_x_MD_thal",2,"els_cgrp_intn_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"AMY_x_MD_thal",3,"els_par_pval",0.994715378665499,"ELS","coherence",0.999437531782993,FALSE
"AMY_x_MD_thal",3,"els_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"AMY_x_MD_thal",3,"els_cgrp_intn_par_pval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"AMY_x_MD_thal",3,"els_cgrp_intn_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"AMY_x_MD_thal",4,"els_par_pval",0.626889903946282,"ELS","coherence",0.689194299307814,FALSE
"AMY_x_MD_thal",4,"els_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"AMY_x_MD_thal",4,"els_cgrp_intn_par_pval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"AMY_x_MD_thal",4,"els_cgrp_intn_spval",8.32340791756536e-06,"ELS","coherence",1.28804378137108e-05,TRUE
"AMY_x_Po",1,"els_par_pval",0.999309860493699,"ELS","coherence",0.999437531782993,FALSE
"AMY_x_Po",1,"els_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"AMY_x_Po",1,"els_cgrp_intn_par_pval",0.00235526512888615,"ELS","coherence",0.00317818908958131,TRUE
"AMY_x_Po",1,"els_cgrp_intn_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"AMY_x_Po",2,"els_par_pval",0.78520835760661,"ELS","coherence",0.833352654134693,FALSE
"AMY_x_Po",2,"els_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"AMY_x_Po",2,"els_cgrp_intn_par_pval",0.000427451254340924,"ELS","coherence",0.000603143817148768,TRUE
"AMY_x_Po",2,"els_cgrp_intn_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"AMY_x_Po",3,"els_par_pval",0.802041607596094,"ELS","coherence",0.845446212242471,FALSE
"AMY_x_Po",3,"els_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"AMY_x_Po",3,"els_cgrp_intn_par_pval",3.79578713843022e-05,"ELS","coherence",5.59379157242348e-05,TRUE
"AMY_x_Po",3,"els_cgrp_intn_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"AMY_x_Po",4,"els_par_pval",0.73835947014497,"ELS","coherence",0.792299503293285,FALSE
"AMY_x_Po",4,"els_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"AMY_x_Po",4,"els_cgrp_intn_par_pval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"AMY_x_Po",4,"els_cgrp_intn_spval",1.03275395207936e-06,"ELS","coherence",1.68551464674519e-06,TRUE
"AMY_x_RPBN",1,"els_par_pval",0.998709402413171,"ELS","coherence",0.999437531782993,FALSE
"AMY_x_RPBN",1,"els_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"AMY_x_RPBN",1,"els_cgrp_intn_par_pval",0.0218981564459595,"ELS","coherence",0.0278703809312212,TRUE
"AMY_x_RPBN",1,"els_cgrp_intn_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"AMY_x_RPBN",2,"els_par_pval",0.926449910742111,"ELS","coherence",0.948684708599922,FALSE
"AMY_x_RPBN",2,"els_spval",0.00133034157734407,"ELS","coherence",0.00181982603557296,TRUE
"AMY_x_RPBN",2,"els_cgrp_intn_par_pval",0.000129410628815755,"ELS","coherence",0.000187624471551645,TRUE
"AMY_x_RPBN",2,"els_cgrp_intn_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"AMY_x_RPBN",3,"els_par_pval",0.998935997283676,"ELS","coherence",0.999437531782993,FALSE
"AMY_x_RPBN",3,"els_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"AMY_x_RPBN",3,"els_cgrp_intn_par_pval",0.444853848095566,"ELS","coherence",0.505823664839628,FALSE
"AMY_x_RPBN",3,"els_cgrp_intn_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"AMY_x_RPBN",4,"els_par_pval",0.965276755360685,"ELS","coherence",0.983945361550823,FALSE
"AMY_x_RPBN",4,"els_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"AMY_x_RPBN",4,"els_cgrp_intn_par_pval",2.78144883583204e-09,"ELS","coherence",4.79265030174136e-09,TRUE
"AMY_x_RPBN",4,"els_cgrp_intn_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"AMY_x_VPM",1,"els_par_pval",0.93569919697915,"ELS","coherence",0.957062192343971,FALSE
"AMY_x_VPM",1,"els_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"AMY_x_VPM",1,"els_cgrp_intn_par_pval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"AMY_x_VPM",1,"els_cgrp_intn_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"AMY_x_VPM",2,"els_par_pval",0.813455432770294,"ELS","coherence",0.855356303262876,FALSE
"AMY_x_VPM",2,"els_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"AMY_x_VPM",2,"els_cgrp_intn_par_pval",2.03688981979495e-10,"ELS","coherence",3.57153283470895e-10,TRUE
"AMY_x_VPM",2,"els_cgrp_intn_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"AMY_x_VPM",3,"els_par_pval",0.904074459630135,"ELS","coherence",0.927940486940388,FALSE
"AMY_x_VPM",3,"els_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"AMY_x_VPM",3,"els_cgrp_intn_par_pval",3.5775521977396e-15,"ELS","coherence",6.59565178842527e-15,TRUE
"AMY_x_VPM",3,"els_cgrp_intn_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"AMY_x_VPM",4,"els_par_pval",0.491378288508991,"ELS","coherence",0.553804964156045,FALSE
"AMY_x_VPM",4,"els_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"AMY_x_VPM",4,"els_cgrp_intn_par_pval",0.784013981441468,"ELS","coherence",0.833305489171477,FALSE
"AMY_x_VPM",4,"els_cgrp_intn_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"LPBN_x_MD_thal",1,"els_par_pval",0.828050462050336,"ELS","coherence",0.866744408875118,FALSE
"LPBN_x_MD_thal",1,"els_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"LPBN_x_MD_thal",1,"els_cgrp_intn_par_pval",1.04138704930733e-13,"ELS","coherence",1.88501574985731e-13,TRUE
"LPBN_x_MD_thal",1,"els_cgrp_intn_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"LPBN_x_MD_thal",2,"els_par_pval",0.839674926787676,"ELS","coherence",0.876863326808575,FALSE
"LPBN_x_MD_thal",2,"els_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"LPBN_x_MD_thal",2,"els_cgrp_intn_par_pval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"LPBN_x_MD_thal",2,"els_cgrp_intn_spval",6.82013701203132e-05,"ELS","coherence",9.98503719408507e-05,TRUE
"LPBN_x_MD_thal",3,"els_par_pval",0.844149308325729,"ELS","coherence",0.880509639417757,FALSE
"LPBN_x_MD_thal",3,"els_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"LPBN_x_MD_thal",3,"els_cgrp_intn_par_pval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"LPBN_x_MD_thal",3,"els_cgrp_intn_spval",2.71540094319844e-05,"ELS","coherence",4.054998741843e-05,TRUE
"LPBN_x_MD_thal",4,"els_par_pval",0.059653992245781,"ELS","coherence",0.0738259351549997,FALSE
"LPBN_x_MD_thal",4,"els_spval",7.63469677034223e-07,"ELS","coherence",1.25517216628012e-06,TRUE
"LPBN_x_MD_thal",4,"els_cgrp_intn_par_pval",0.637842235298361,"ELS","coherence",0.698656735317109,FALSE
"LPBN_x_MD_thal",4,"els_cgrp_intn_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"LPBN_x_Po",1,"els_par_pval",0.987228614394397,"ELS","coherence",0.999437531782993,FALSE
"LPBN_x_Po",1,"els_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"LPBN_x_Po",1,"els_cgrp_intn_par_pval",6.77599179566255e-06,"ELS","coherence",1.05221640362455e-05,TRUE
"LPBN_x_Po",1,"els_cgrp_intn_spval",3.71343668931212e-06,"ELS","coherence",5.88891906836046e-06,TRUE
"LPBN_x_Po",2,"els_par_pval",0.769208727586631,"ELS","coherence",0.819513697880644,FALSE
"LPBN_x_Po",2,"els_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"LPBN_x_Po",2,"els_cgrp_intn_par_pval",1.04164235755192e-15,"ELS","coherence",1.92832965364984e-15,TRUE
"LPBN_x_Po",2,"els_cgrp_intn_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"LPBN_x_Po",3,"els_par_pval",0.862210551201302,"ELS","coherence",0.894144275319869,FALSE
"LPBN_x_Po",3,"els_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"LPBN_x_Po",3,"els_cgrp_intn_par_pval",1.49760314157627e-12,"ELS","coherence",2.6783481334378e-12,TRUE
"LPBN_x_Po",3,"els_cgrp_intn_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"LPBN_x_Po",4,"els_par_pval",0.60771963359065,"ELS","coherence",0.671414046482395,FALSE
"LPBN_x_Po",4,"els_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"LPBN_x_Po",4,"els_cgrp_intn_par_pval",3.7675798906939e-05,"ELS","coherence",5.56136998692213e-05,TRUE
"LPBN_x_Po",4,"els_cgrp_intn_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"LPBN_x_RPBN",1,"els_par_pval",0.806134230635886,"ELS","coherence",0.848761775146597,FALSE
"LPBN_x_RPBN",1,"els_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"LPBN_x_RPBN",1,"els_cgrp_intn_par_pval",1.0743889573145e-11,"ELS","coherence",1.90624258565107e-11,TRUE
"LPBN_x_RPBN",1,"els_cgrp_intn_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"LPBN_x_RPBN",2,"els_par_pval",0.849819042909965,"ELS","coherence",0.885392863310847,FALSE
"LPBN_x_RPBN",2,"els_spval",0.903657424147414,"ELS","coherence",0.927940486940388,FALSE
"LPBN_x_RPBN",2,"els_cgrp_intn_par_pval",0.0224322563897213,"ELS","coherence",0.0285096478371493,TRUE
"LPBN_x_RPBN",2,"els_cgrp_intn_spval",2.43240423020152e-06,"ELS","coherence",3.89184676832243e-06,TRUE
"LPBN_x_RPBN",3,"els_par_pval",0.900458616290496,"ELS","coherence",0.927940486940388,FALSE
"LPBN_x_RPBN",3,"els_spval",0.00196600805975788,"ELS","coherence",0.00266094142227048,TRUE
"LPBN_x_RPBN",3,"els_cgrp_intn_par_pval",5.48857113313507e-06,"ELS","coherence",8.59748205470109e-06,TRUE
"LPBN_x_RPBN",3,"els_cgrp_intn_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"LPBN_x_RPBN",4,"els_par_pval",0.132640816699195,"ELS","coherence",0.160820259489146,FALSE
"LPBN_x_RPBN",4,"els_spval",2.94594505024226e-05,"ELS","coherence",4.39195801167565e-05,TRUE
"LPBN_x_RPBN",4,"els_cgrp_intn_par_pval",1.14408000417729e-06,"ELS","coherence",1.86381033407791e-06,TRUE
"LPBN_x_RPBN",4,"els_cgrp_intn_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"LPBN_x_VPM",1,"els_par_pval",0.705463937048256,"ELS","coherence",0.761561069391852,FALSE
"LPBN_x_VPM",1,"els_spval",2e-16,"ELS","coherence",3.74112734864301e-16,TRUE
"LPBN_x_VPM",1,"els_cgrp_intn_par_pval",0.00845181028132389,"ELS","coherence",0.0111038445924724,TRUE
"LPBN_x_VPM",1,"els_cgrp_intn_spval",0.000966517382376408,"ELS","coherence",0.00133435989924385,TRUE
